sexe;age;presence_enfant_conduite_accompagne;presence_enfants;tranche_de_revenus;usage_vehicule;type_vehicule;est_rouge;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;formule;tarif_devis;D_aléatoire
M;58;Non;Non;[0, 20k€];Private;Minivan;yes;3;1.0;Highly Urban/ Urban;05/04/2022;complet;dev_integral;332,26;77275-579
M;47;Non;Non;[40k€+];Private;z_SUV;no;8;1.0;Highly Urban/ Urban;27/05/2022;complet;dev_integral;319,56;84863-580
M;56;Non;Oui;[20k€, 40k€];Private;Minivan;yes;2;1.0;Highly Urban/ Urban;20/04/2022;complet;dev_premium;399,21;90797-581
M;51;Non;Oui;[0, 20k€];Commercial;Panel Truck;yes;0;10.0;Highly Urban/ Urban;25/01/2022;complet;dev_express;250,8;50694-582
M;56;Non;Oui;[40k€+];Private;Minivan;yes;1;13.0;Highly Urban/ Urban;08/04/2022;complet;dev_express;265,74;86734-583
M;90;Non;Non;[0, 20k€];Private;Minivan;yes;0;7.0;z_Highly Rural/ Rural;18/02/2022;complet;dev_integral;327,38;92054-584
F;39;Non;Non;[40k€+];Commercial;Minivan;no;0;;Highly Urban/ Urban;12/01/2022;complet;dev_integral;319,03;34973-585
M;89;Non;Non;[0, 20k€];Private;Sports Car;no;2;1.0;Highly Urban/ Urban;10/01/2022;complet;dev_integral;322,09;91951-586
M;93;Oui;Oui;[40k€+];Private;z_SUV;no;1;5.0;Highly Urban/ Urban;10/05/2022;complet;dev_premium;442,11;38524-587
M;89;Non;Oui;Inconnus;Private;z_SUV;no;0;10.0;z_Highly Rural/ Rural;23/03/2022;complet;dev_premium;435,01;56474-588
M;64;Non;Non;[0, 20k€];Private;z_SUV;no;5;3.0;Highly Urban/ Urban;19/02/2022;complet;dev_integral;280,5;70442-589
M;38;Oui;Oui;Inconnus;Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;27/04/2022;complet;dev_express;263,57;44413-590
F;80;Non;Non;[20k€, 40k€];Private;Pickup;yes;0;1.0;Highly Urban/ Urban;23/04/2022;complet;dev_express;278,58;23379-591
F;51;Non;Non;[40k€+];Commercial;Panel Truck;yes;5;10.0;Highly Urban/ Urban;21/05/2022;complet;dev_integral;310,01;81466-592
M;7;Non;Non;[40k€+];Private;Van;yes;6;;Highly Urban/ Urban;06/01/2022;complet;dev_express;279,45;34958-593
M;5;Non;Oui;[40k€+];Private;z_SUV;no;0;14.0;Highly Urban/ Urban;08/04/2022;complet;dev_integral;313,53;82169-594
F;84;Non;Non;[40k€+];Private;z_SUV;no;0;6.0;Highly Urban/ Urban;25/04/2022;complet;dev_integral;337,38;32677-595
M;87;Non;Non;[40k€+];Private;Sports Car;no;1;19.0;Highly Urban/ Urban;09/01/2022;complet;dev_express;256,27;50633-596
M;43;Non;Non;[0, 20k€];Private;Minivan;yes;2;6.0;z_Highly Rural/ Rural;05/02/2022;complet;dev_integral;321,63;13283-597
M;90;Non;Non;[40k€+];Private;Minivan;yes;2;14.0;Highly Urban/ Urban;01/03/2022;complet;dev_integral;299,44;40996-598
M;65;Non;Non;[0, 20k€];Private;Sports Car;no;2;20.0;z_Highly Rural/ Rural;14/02/2022;complet;dev_premium;405,93;11108-599
F;32;Non;Oui;[40k€+];Commercial;Pickup;yes;7;7.0;Highly Urban/ Urban;13/02/2022;complet;dev_integral;295,02;31054-600
M;59;Oui;Oui;Inconnus;Commercial;Pickup;yes;2;1.0;z_Highly Rural/ Rural;11/03/2022;complet;dev_premium;362,49;74155-601
M;60;Oui;Oui;[40k€+];Commercial;z_SUV;no;1;13.0;Highly Urban/ Urban;12/01/2022;complet;dev_express;260,09;36890-602
F;62;Oui;Oui;[0, 20k€];Private;Minivan;no;0;13.0;Highly Urban/ Urban;10/03/2022;complet;dev_integral;306,89;67365-603
M;66;Non;Non;[40k€+];Commercial;Panel Truck;yes;0;6.0;Highly Urban/ Urban;10/05/2022;complet;dev_express;270,67;77235-604
F;12;Non;Non;[40k€+];Commercial;z_SUV;no;3;1.0;Highly Urban/ Urban;11/01/2022;complet;dev_premium;476,65;12298-605
M;33;Non;Non;Inconnus;Private;Sports Car;no;0;7.0;z_Highly Rural/ Rural;05/05/2022;complet;dev_premium;456,1;70100-606
F;59;Non;Oui;[40k€+];Private;Minivan;yes;1;15.0;Highly Urban/ Urban;21/02/2022;complet;dev_integral;314,81;91246-607
M;55;Non;Non;[40k€+];Commercial;Van;yes;0;13.0;Highly Urban/ Urban;07/04/2022;complet;dev_premium;483,85;35070-608
M;71;Non;Non;[40k€+];Commercial;Minivan;no;2;7.0;Highly Urban/ Urban;07/02/2022;complet;dev_integral;288,31;92983-609
F;6;Non;Oui;[20k€, 40k€];Commercial;z_SUV;no;0;7.0;z_Highly Rural/ Rural;28/05/2022;complet;dev_express;276,68;22836-610
M;66;Non;Non;[40k€+];Private;Minivan;no;0;7.0;Highly Urban/ Urban;03/03/2022;complet;dev_integral;313,96;64842-611
M;25;Non;Oui;[40k€+];Private;Minivan;yes;0;16.0;Highly Urban/ Urban;07/02/2022;complet;dev_integral;310,68;87026-612
F;38;Non;Non;[40k€+];Private;z_SUV;no;0;15.0;z_Highly Rural/ Rural;07/01/2022;complet;dev_premium;321,04;15613-613
M;8;Non;Non;[20k€, 40k€];Commercial;Minivan;no;0;7.0;Highly Urban/ Urban;26/02/2022;complet;dev_premium;485,89;23814-614
M;17;Non;Non;[40k€+];Private;Van;yes;0;18.0;Highly Urban/ Urban;07/04/2022;complet;dev_integral;309,03;44637-615
F;74;Non;Non;[40k€+];Private;Sports Car;no;4;21.0;Highly Urban/ Urban;22/03/2022;complet;dev_express;250,78;99583-616
F;15;Non;Non;[40k€+];Private;z_SUV;no;1;13.0;z_Highly Rural/ Rural;12/01/2022;complet;dev_integral;317;56681-617
M;57;Oui;Oui;[20k€, 40k€];Private;Sports Car;no;0;11.0;Highly Urban/ Urban;10/03/2022;complet;dev_integral;315,83;77756-618
F;8;Non;Non;[40k€+];Commercial;Sports Car;no;2;;Highly Urban/ Urban;11/02/2022;complet;dev_integral;294,5;65867-619
F;31;Non;Non;[40k€+];Private;Minivan;yes;2;;z_Highly Rural/ Rural;17/04/2022;complet;dev_express;253,02;64787-620
M;71;Non;Oui;Inconnus;Private;Minivan;yes;3;5.0;Highly Urban/ Urban;20/05/2022;complet;dev_integral;330,97;64584-621
F;20;Non;Non;[40k€+];Commercial;Panel Truck;yes;0;17.0;z_Highly Rural/ Rural;08/01/2022;complet;dev_express;254,26;97299-622
M;20;Non;Non;[40k€+];Private;Sports Car;no;3;14.0;Highly Urban/ Urban;14/03/2022;complet;dev_express;268,8;12521-623
M;22;Non;Non;[40k€+];Private;Pickup;no;0;10.0;Highly Urban/ Urban;23/05/2022;complet;dev_integral;294,98;17387-624
M;21;Non;Non;[40k€+];Commercial;Sports Car;no;1;11.0;Highly Urban/ Urban;09/04/2022;complet;dev_integral;313,77;20468-625
M;20;Non;Non;[40k€+];Private;Van;no;0;18.0;Highly Urban/ Urban;28/04/2022;complet;dev_integral;314,4;66522-626
M;17;Non;Non;[20k€, 40k€];Private;Pickup;no;3;1.0;z_Highly Rural/ Rural;17/02/2022;complet;dev_premium;530,51;50088-627
F;65;Non;Non;[40k€+];Private;Minivan;no;2;11.0;Highly Urban/ Urban;16/04/2022;complet;dev_express;276,22;29125-628
M;13;Non;Non;[40k€+];Private;Minivan;no;0;13.0;Highly Urban/ Urban;14/04/2022;complet;dev_express;275,92;37318-629
M;40;Non;Non;[40k€+];Commercial;Minivan;yes;0;9.0;Highly Urban/ Urban;26/04/2022;complet;dev_premium;445,25;78582-630
M;48;Non;Non;[40k€+];Private;Sports Car;no;4;1.0;Highly Urban/ Urban;24/04/2022;complet;dev_integral;282,89;69769-631
M;21;Non;Non;[40k€+];Private;Pickup;yes;0;8.0;Highly Urban/ Urban;03/03/2022;complet;dev_integral;312,17;21288-632
M;5;Non;Non;[40k€+];Private;Minivan;yes;1;15.0;Highly Urban/ Urban;18/03/2022;complet;dev_integral;334,33;68728-633
F;94;Non;Non;[40k€+];Private;Sports Car;no;2;8.0;Highly Urban/ Urban;28/04/2022;complet;dev_integral;281,56;74856-634
F;18;Non;Oui;[40k€+];Commercial;Van;no;1;7.0;Highly Urban/ Urban;22/03/2022;complet;dev_express;282,69;21829-635
F;22;Oui;Oui;[40k€+];Commercial;Pickup;no;4;10.0;Highly Urban/ Urban;08/02/2022;complet;dev_integral;312,57;71389-636
F;28;Non;Non;[40k€+];Commercial;Panel Truck;no;0;;z_Highly Rural/ Rural;08/02/2022;complet;dev_integral;327,35;70573-637
F;68;Non;Non;[20k€, 40k€];Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;07/02/2022;complet;dev_integral;286,86;17162-638
F;75;Non;Oui;[40k€+];Commercial;Pickup;no;2;1.0;Highly Urban/ Urban;22/03/2022;complet;dev_express;259,25;60756-639
F;85;Non;Non;[20k€, 40k€];Commercial;Pickup;no;1;1.0;Highly Urban/ Urban;13/04/2022;complet;dev_premium;374,69;53946-640
M;69;Oui;Oui;[0, 20k€];Private;Sports Car;no;4;1.0;Highly Urban/ Urban;16/02/2022;complet;dev_premium;497,76;48560-641
F;17;Non;Non;[0, 20k€];Private;Minivan;yes;0;7.0;Highly Urban/ Urban;01/03/2022;complet;dev_integral;322,13;48157-642
F;32;Non;Non;[20k€, 40k€];Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;17/01/2022;complet;dev_integral;291,65;23768-643
M;58;Oui;Oui;[0, 20k€];Private;Minivan;yes;2;7.0;z_Highly Rural/ Rural;21/05/2022;complet;dev_integral;333,22;67328-644
F;49;Non;Non;[40k€+];Private;Minivan;no;6;17.0;Highly Urban/ Urban;17/04/2022;complet;dev_premium;347,46;30904-645
F;21;Non;Non;[40k€+];Private;z_SUV;no;0;1.0;Highly Urban/ Urban;13/02/2022;complet;dev_integral;305,15;28130-646
M;74;Non;Oui;[40k€+];Private;Minivan;no;0;25.0;Highly Urban/ Urban;08/03/2022;complet;dev_express;281,83;70445-647
M;59;Non;Non;[40k€+];Commercial;Minivan;no;1;9.0;z_Highly Rural/ Rural;01/05/2022;complet;dev_integral;307,17;60012-648
M;29;Non;Non;[40k€+];Commercial;Pickup;no;0;16.0;Highly Urban/ Urban;10/02/2022;complet;dev_integral;316,09;73657-649
F;31;Non;Oui;[40k€+];Private;Sports Car;no;0;;Highly Urban/ Urban;17/03/2022;complet;dev_integral;320,72;12745-650
M;65;Non;Non;[20k€, 40k€];Commercial;z_SUV;no;1;8.0;z_Highly Rural/ Rural;10/02/2022;complet;dev_premium;341,44;42277-651
F;61;Non;Non;[40k€+];Private;z_SUV;no;0;1.0;Highly Urban/ Urban;16/01/2022;complet;dev_integral;308,62;37775-652
M;69;Non;Oui;[40k€+];Commercial;Minivan;no;6;1.0;Highly Urban/ Urban;05/01/2022;complet;dev_integral;297,23;72209-653
F;43;Oui;Oui;[40k€+];Commercial;Panel Truck;no;0;18.0;Highly Urban/ Urban;11/01/2022;complet;dev_vip;862,45;47643-654
M;57;Non;Oui;[40k€+];Commercial;z_SUV;no;0;1.0;Highly Urban/ Urban;11/03/2022;complet;dev_integral;310,5;11074-655
F;78;Non;Non;[20k€, 40k€];Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;10/01/2022;complet;dev_integral;317,36;42096-656
M;56;Oui;Oui;[20k€, 40k€];Commercial;Van;yes;1;1.0;Highly Urban/ Urban;15/05/2022;complet;dev_integral;284,71;19502-657
F;72;Oui;Oui;Inconnus;Private;z_SUV;no;2;6.0;z_Highly Rural/ Rural;03/01/2022;complet;dev_integral;321,42;84742-658
F;74;Non;Non;[40k€+];Private;Minivan;yes;1;11.0;Highly Urban/ Urban;22/01/2022;complet;dev_integral;333,28;99386-659
F;80;Non;Non;[20k€, 40k€];Commercial;Pickup;no;1;4.0;Highly Urban/ Urban;03/04/2022;complet;dev_premium;399,35;71814-660
F;28;Non;Non;[20k€, 40k€];Commercial;Pickup;yes;4;14.0;z_Highly Rural/ Rural;15/03/2022;complet;dev_integral;314,61;50967-661
M;76;Non;Non;[0, 20k€];Private;Van;no;2;22.0;z_Highly Rural/ Rural;11/05/2022;complet;dev_vip;923,71;91613-662
M;54;Non;Oui;[40k€+];Private;Minivan;no;5;16.0;Highly Urban/ Urban;20/02/2022;complet;dev_premium;503,89;37670-663
M;46;Non;Non;[20k€, 40k€];Private;Sports Car;no;0;6.0;Highly Urban/ Urban;07/03/2022;complet;dev_integral;339,17;40588-664
M;45;Oui;Oui;[40k€+];Commercial;Pickup;yes;4;18.0;Highly Urban/ Urban;11/04/2022;complet;dev_integral;316,56;16255-665
M;78;Oui;Oui;[0, 20k€];Private;z_SUV;no;0;1.0;Highly Urban/ Urban;21/01/2022;complet;dev_premium;547,81;75564-666
M;8;Non;Non;[40k€+];Private;Minivan;yes;0;12.0;Highly Urban/ Urban;22/03/2022;complet;dev_integral;305,47;81846-667
F;53;Non;Non;[40k€+];Commercial;Minivan;no;4;13.0;Highly Urban/ Urban;11/04/2022;complet;dev_integral;330,1;90617-668
F;11;Non;Non;[20k€, 40k€];Private;z_SUV;no;2;1.0;Highly Urban/ Urban;17/01/2022;complet;dev_integral;327,18;38942-669
M;24;Oui;Oui;[40k€+];Private;z_SUV;no;4;15.0;Highly Urban/ Urban;08/04/2022;complet;dev_integral;318,08;50217-670
F;22;Non;Oui;[0, 20k€];Commercial;z_SUV;no;3;8.0;z_Highly Rural/ Rural;10/05/2022;complet;dev_express;253,4;41246-671
M;39;Non;Oui;[0, 20k€];Private;z_SUV;no;1;1.0;z_Highly Rural/ Rural;23/02/2022;complet;dev_integral;298,94;75112-672
M;69;Non;Oui;[40k€+];Private;Pickup;no;1;1.0;z_Highly Rural/ Rural;02/04/2022;complet;dev_express;268,72;92406-673
F;46;Non;Non;[40k€+];Commercial;Pickup;no;1;6.0;Highly Urban/ Urban;15/02/2022;complet;dev_integral;292,91;58579-674
M;82;Non;Non;[20k€, 40k€];Commercial;Minivan;yes;0;1.0;z_Highly Rural/ Rural;08/01/2022;complet;dev_express;254,43;74782-675
M;87;Non;Oui;[40k€+];Commercial;Pickup;no;4;16.0;Highly Urban/ Urban;24/03/2022;complet;dev_integral;321,85;75848-676
F;66;Non;Oui;[40k€+];Commercial;z_SUV;no;5;11.0;Highly Urban/ Urban;24/05/2022;complet;dev_integral;291,28;44275-677
F;34;Non;Non;[40k€+];Private;Minivan;yes;5;15.0;Highly Urban/ Urban;17/01/2022;complet;dev_integral;291,34;79064-678
M;72;Oui;Oui;[40k€+];Commercial;z_SUV;no;3;1.0;Highly Urban/ Urban;17/03/2022;complet;dev_integral;287,22;46719-679
M;27;Non;Non;[40k€+];Private;Minivan;yes;0;1.0;z_Highly Rural/ Rural;18/03/2022;complet;dev_integral;321,81;23926-680
F;12;Oui;Oui;[20k€, 40k€];Commercial;Van;no;1;5.0;Highly Urban/ Urban;05/01/2022;complet;dev_express;257,55;29669-681
M;23;Non;Non;[40k€+];Commercial;Van;yes;0;5.0;Highly Urban/ Urban;13/05/2022;complet;dev_premium;390,86;13085-682
M;72;Non;Non;[20k€, 40k€];Private;z_SUV;no;0;8.0;z_Highly Rural/ Rural;14/01/2022;complet;dev_express;263,51;17281-683
F;70;Non;Non;[20k€, 40k€];Private;Minivan;yes;1;1.0;Highly Urban/ Urban;16/01/2022;complet;dev_premium;470,77;23246-684
F;37;Non;Oui;[20k€, 40k€];Commercial;z_SUV;no;1;6.0;Highly Urban/ Urban;13/04/2022;complet;dev_integral;304,74;31117-685
F;6;Non;Non;[40k€+];Private;z_SUV;no;0;11.0;Highly Urban/ Urban;09/03/2022;complet;dev_express;257;86108-686
M;68;Non;Non;[40k€+];Private;Minivan;yes;0;1.0;Highly Urban/ Urban;15/03/2022;complet;dev_express;257,16;51436-687
M;66;Non;Non;[40k€+];Commercial;Van;yes;2;8.0;z_Highly Rural/ Rural;07/02/2022;complet;dev_integral;320,07;23879-688
M;80;Non;Non;[40k€+];Commercial;Minivan;no;0;3.0;Highly Urban/ Urban;08/03/2022;complet;dev_express;262,25;39911-689
F;30;Non;Oui;[0, 20k€];Commercial;Pickup;yes;0;5.0;Highly Urban/ Urban;07/01/2022;complet;dev_premium;424,77;90066-690
M;48;Non;Non;[20k€, 40k€];Private;Minivan;no;0;15.0;Highly Urban/ Urban;13/04/2022;complet;dev_premium;428,63;56042-691
M;82;Non;Non;[20k€, 40k€];Private;Minivan;no;0;20.0;Highly Urban/ Urban;30/05/2022;complet;dev_integral;339,91;77349-692
F;7;Non;Non;[40k€+];Commercial;Pickup;yes;4;8.0;Highly Urban/ Urban;10/03/2022;complet;dev_premium;474,78;33681-693
F;43;Non;Non;[40k€+];Private;z_SUV;no;1;8.0;Highly Urban/ Urban;02/05/2022;complet;dev_express;253,37;11576-694
F;52;Non;Non;[20k€, 40k€];Private;Pickup;yes;2;1.0;Highly Urban/ Urban;04/05/2022;complet;dev_express;265,76;66899-695
M;9;Non;Non;[0, 20k€];Private;Minivan;no;2;12.0;Highly Urban/ Urban;17/05/2022;complet;dev_express;262,33;36901-696
M;53;Non;Non;[40k€+];Private;Minivan;yes;0;11.0;Highly Urban/ Urban;25/04/2022;complet;dev_express;268,26;93516-697
M;36;Non;Non;[40k€+];Private;Minivan;no;1;10.0;z_Highly Rural/ Rural;11/05/2022;complet;dev_express;273,34;85025-698
M;52;Non;Oui;[40k€+];Private;z_SUV;no;1;12.0;Highly Urban/ Urban;05/02/2022;complet;dev_integral;291,56;25976-699
F;62;Non;Oui;[0, 20k€];Private;Minivan;no;6;1.0;z_Highly Rural/ Rural;03/03/2022;complet;dev_express;283,39;89691-700
M;62;Oui;Oui;[20k€, 40k€];Private;z_SUV;no;0;5.0;z_Highly Rural/ Rural;18/05/2022;complet;dev_integral;309,66;81020-701
F;43;Non;Non;[40k€+];Commercial;Minivan;yes;0;9.0;z_Highly Rural/ Rural;25/02/2022;complet;dev_integral;334,71;15011-702
M;80;Non;Non;[20k€, 40k€];Commercial;Panel Truck;no;5;5.0;Highly Urban/ Urban;18/01/2022;complet;dev_vip;698,96;38730-703
F;58;Non;Non;[0, 20k€];Private;Minivan;no;3;7.0;Highly Urban/ Urban;08/05/2022;complet;dev_premium;504,54;45507-704
M;67;Non;Oui;[40k€+];Private;z_SUV;no;0;5.0;Highly Urban/ Urban;19/02/2022;complet;dev_express;269,13;57514-705
F;7;Non;Non;Inconnus;Commercial;Pickup;yes;6;3.0;Highly Urban/ Urban;10/01/2022;complet;dev_express;262,34;73951-706
F;72;Non;Non;[40k€+];Commercial;Minivan;no;1;1.0;z_Highly Rural/ Rural;30/03/2022;complet;dev_express;276,11;97695-707
F;23;Oui;Oui;[40k€+];Private;Van;yes;1;;Highly Urban/ Urban;07/05/2022;complet;dev_express;260,57;35248-708
F;14;Non;Non;[20k€, 40k€];Private;Minivan;yes;0;1.0;Highly Urban/ Urban;20/05/2022;complet;dev_express;277,97;25119-709
F;53;Non;Non;[40k€+];Commercial;Van;yes;3;21.0;Highly Urban/ Urban;07/05/2022;complet;dev_integral;337,24;12839-710
M;72;Non;Non;[40k€+];Commercial;z_SUV;no;0;1.0;Highly Urban/ Urban;04/04/2022;complet;dev_premium;419,58;71054-711
F;18;Non;Non;[40k€+];Private;Sports Car;no;0;10.0;Highly Urban/ Urban;04/03/2022;complet;dev_express;280,7;52848-712
M;71;Non;Non;Inconnus;Commercial;Panel Truck;yes;1;;Highly Urban/ Urban;11/02/2022;complet;dev_integral;298,28;37607-713
F;86;Oui;Oui;[0, 20k€];Commercial;z_SUV;no;0;7.0;Highly Urban/ Urban;31/03/2022;complet;dev_premium;438,71;47099-714
F;70;Non;Non;[40k€+];Private;Van;no;0;1.0;Highly Urban/ Urban;26/01/2022;complet;dev_express;271,08;25541-715
M;82;Oui;Oui;Inconnus;Commercial;Sports Car;no;2;1.0;Highly Urban/ Urban;13/02/2022;complet;dev_integral;304,69;14150-716
M;8;Non;Non;[40k€+];Private;Pickup;no;0;17.0;Highly Urban/ Urban;15/01/2022;complet;dev_premium;427,32;33438-717
M;25;Non;Non;[40k€+];Commercial;Panel Truck;no;0;9.0;Highly Urban/ Urban;23/02/2022;complet;dev_integral;333,27;78979-718
F;24;Non;Oui;[40k€+];Private;z_SUV;no;0;15.0;Highly Urban/ Urban;21/03/2022;complet;dev_integral;317,33;88252-719
M;31;Non;Non;[40k€+];Private;Sports Car;no;0;11.0;Highly Urban/ Urban;29/04/2022;complet;dev_integral;280,47;53892-720
M;61;Non;Non;[0, 20k€];Private;z_SUV;no;0;9.0;z_Highly Rural/ Rural;07/03/2022;complet;dev_express;271,89;67497-721
M;75;Non;Oui;[0, 20k€];Private;z_SUV;no;0;5.0;Highly Urban/ Urban;29/05/2022;complet;dev_express;284,51;60186-722
M;55;Non;Oui;Inconnus;Private;Minivan;yes;2;1.0;Highly Urban/ Urban;10/03/2022;complet;dev_express;273,08;16698-723
M;62;Non;Oui;[0, 20k€];Private;Minivan;yes;2;11.0;Highly Urban/ Urban;08/02/2022;complet;dev_express;257,2;54904-724
F;19;Non;Non;[40k€+];Commercial;Van;no;8;11.0;Highly Urban/ Urban;11/04/2022;complet;dev_integral;303,76;11457-725
M;87;Non;Non;Inconnus;Private;Van;no;0;9.0;Highly Urban/ Urban;26/05/2022;complet;dev_integral;280,23;29953-726
M;4;Oui;Oui;[40k€+];Commercial;z_SUV;no;4;6.0;Highly Urban/ Urban;18/04/2022;complet;dev_express;261,27;74070-727
F;5;Non;Non;[40k€+];Commercial;Pickup;no;0;17.0;Highly Urban/ Urban;19/02/2022;complet;dev_express;254,23;82139-728
F;31;Non;Non;[40k€+];Commercial;Sports Car;no;3;9.0;Highly Urban/ Urban;12/04/2022;complet;dev_integral;320,08;65104-729
M;66;Non;Oui;[20k€, 40k€];Commercial;Pickup;no;0;3.0;z_Highly Rural/ Rural;17/04/2022;complet;dev_integral;305,3;12068-730
M;69;Non;Oui;Inconnus;Private;Minivan;yes;4;7.0;Highly Urban/ Urban;23/03/2022;complet;dev_integral;311,94;31222-731
M;40;Non;Non;[40k€+];Private;z_SUV;no;4;14.0;Highly Urban/ Urban;05/02/2022;complet;dev_integral;286,39;74785-732
F;62;Non;Oui;[40k€+];Private;Minivan;no;0;;Highly Urban/ Urban;26/03/2022;complet;dev_premium;383,03;74785-733
F;42;Non;Non;[40k€+];Commercial;Van;no;3;10.0;Highly Urban/ Urban;18/04/2022;complet;dev_integral;320,22;40714-734
M;17;Non;Non;Inconnus;Private;Minivan;yes;1;1.0;Highly Urban/ Urban;01/03/2022;complet;dev_integral;291,02;87154-735
M;17;Non;Non;[40k€+];Commercial;Sports Car;no;0;1.0;Highly Urban/ Urban;30/01/2022;complet;dev_integral;290,27;30928-736
F;11;Non;Oui;[0, 20k€];Private;z_SUV;no;6;1.0;z_Highly Rural/ Rural;02/02/2022;complet;dev_express;255,29;18254-737
M;58;Oui;Oui;[40k€+];Commercial;Minivan;yes;0;6.0;Highly Urban/ Urban;08/04/2022;complet;dev_integral;313,56;43516-738
F;66;Non;Non;[40k€+];Commercial;Panel Truck;yes;4;1.0;Highly Urban/ Urban;01/04/2022;complet;dev_express;275,01;16601-739
M;22;Non;Non;[40k€+];Private;z_SUV;no;0;1.0;Highly Urban/ Urban;07/01/2022;complet;dev_premium;323,42;56491-740
F;63;Non;Oui;[40k€+];Private;z_SUV;no;3;14.0;Highly Urban/ Urban;06/05/2022;complet;dev_integral;298,08;31792-741
M;19;Non;Non;[40k€+];Private;Van;yes;2;9.0;Highly Urban/ Urban;26/05/2022;complet;dev_premium;512,09;37236-742
M;66;Non;Oui;[0, 20k€];Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;09/03/2022;complet;dev_integral;338,79;39999-743
M;59;Oui;Oui;[40k€+];Private;Van;no;3;10.0;Highly Urban/ Urban;04/02/2022;complet;dev_integral;307,64;12627-744
M;69;Non;Oui;[40k€+];Commercial;Minivan;no;3;9.0;z_Highly Rural/ Rural;30/03/2022;complet;dev_express;268,49;93292-745
M;56;Non;Non;[20k€, 40k€];Private;Minivan;yes;0;1.0;z_Highly Rural/ Rural;05/01/2022;complet;dev_integral;305,91;67808-746
M;66;Non;Non;[40k€+];Commercial;Minivan;yes;0;8.0;Highly Urban/ Urban;13/03/2022;complet;dev_express;254,43;48720-747
M;68;Non;Oui;[0, 20k€];Commercial;z_SUV;no;0;12.0;z_Highly Rural/ Rural;13/04/2022;complet;dev_integral;305,09;19696-748
M;69;Non;Oui;[40k€+];Private;Minivan;no;1;14.0;Highly Urban/ Urban;03/05/2022;complet;dev_express;276,8;79293-749
F;75;Non;Non;[40k€+];Private;z_SUV;no;5;5.0;Highly Urban/ Urban;10/03/2022;complet;dev_express;250,81;45350-750
M;31;Non;Non;[40k€+];Commercial;z_SUV;no;0;8.0;Highly Urban/ Urban;19/03/2022;complet;dev_integral;332,19;30119-751
M;5;Oui;Oui;[20k€, 40k€];Commercial;Pickup;no;3;9.0;Highly Urban/ Urban;12/05/2022;complet;dev_integral;316,7;50067-752
M;75;Non;Non;[20k€, 40k€];Private;z_SUV;no;4;3.0;Highly Urban/ Urban;19/04/2022;complet;dev_express;260,09;33218-753
F;30;Non;Non;[40k€+];Private;Minivan;yes;0;20.0;Highly Urban/ Urban;09/03/2022;complet;dev_express;254,94;10049-754
M;58;Non;Non;[40k€+];Commercial;Panel Truck;yes;1;9.0;Highly Urban/ Urban;30/03/2022;complet;dev_integral;286,45;53740-755
M;40;Non;Non;[20k€, 40k€];Private;Pickup;no;2;6.0;Highly Urban/ Urban;17/01/2022;complet;dev_integral;331,26;69024-756
F;54;Non;Oui;[20k€, 40k€];Commercial;Pickup;no;7;1.0;Highly Urban/ Urban;14/04/2022;complet;dev_express;253,37;51186-757
M;61;Non;Non;[0, 20k€];Private;Sports Car;no;1;8.0;Highly Urban/ Urban;07/04/2022;complet;dev_premium;347,46;26448-758
F;30;Non;Non;[40k€+];Private;Sports Car;yes;1;10.0;Highly Urban/ Urban;26/01/2022;complet;dev_integral;337,92;67990-759
M;18;Non;Oui;[40k€+];Private;Minivan;no;2;16.0;Highly Urban/ Urban;26/01/2022;complet;dev_integral;292,17;43982-760
F;43;Non;Non;[40k€+];Private;z_SUV;no;2;11.0;Highly Urban/ Urban;15/03/2022;complet;dev_integral;337,34;61367-761
F;56;Non;Non;[40k€+];Private;z_SUV;yes;0;17.0;Highly Urban/ Urban;30/05/2022;complet;dev_integral;328,65;25176-762
M;8;Oui;Oui;[0, 20k€];Commercial;Pickup;yes;2;1.0;Highly Urban/ Urban;09/04/2022;complet;dev_express;256,95;81458-763
F;49;Non;Non;[20k€, 40k€];Private;Minivan;yes;0;8.0;Highly Urban/ Urban;21/05/2022;complet;dev_premium;399,65;49390-764
M;10;Non;Oui;[40k€+];Commercial;Pickup;yes;0;10.0;Highly Urban/ Urban;01/01/2022;complet;dev_integral;331,51;55997-765
M;93;Non;Non;[40k€+];Private;z_SUV;no;2;15.0;Highly Urban/ Urban;24/02/2022;complet;dev_express;257,68;95481-766
F;29;Non;Non;[40k€+];Private;Pickup;no;2;10.0;Highly Urban/ Urban;12/01/2022;complet;dev_integral;333,35;33381-767
M;73;Oui;Oui;[0, 20k€];Private;Sports Car;no;0;1.0;Highly Urban/ Urban;14/01/2022;complet;dev_integral;332,58;27212-768
F;62;Non;Oui;[0, 20k€];Commercial;Pickup;no;1;7.0;z_Highly Rural/ Rural;02/02/2022;complet;dev_integral;306,9;90362-769
M;51;Non;Non;[40k€+];Private;Minivan;yes;2;14.0;Highly Urban/ Urban;10/04/2022;complet;dev_integral;323,6;29508-770
M;16;Non;Non;[40k€+];Private;z_SUV;no;4;5.0;Highly Urban/ Urban;28/05/2022;complet;dev_integral;314,26;17838-771
